sharpe_oos,maxdd,turnover,turnover_annualised,n_trades,avg_hold_days,p_mr_mean,p_mr_inpos_mean,cagr,nav_oos,alpha_ec,half_life_full,z_th,z_entry
-14.608880807488505,-0.7559078643760726,145.0,158.86956521739128,233,1.1759656652360515,0.7000000000000002,0.7000000000000002,-0.786709272525081,0.24062668494217315,-0.9148408204878004,0.2813973180088066,0.6,0.6
